"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2022 (provisional)"	"2022"	"Pennsylvania"	"42"	"Male"	"M"	"85+ years"	"85+"	18139	99717	18190.5
	"2022 (provisional)"	"2022"	"Pennsylvania"	"42"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"< 1 year"	"1"	10	4720	Unreliable
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	21535	Suppressed
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	57059	Suppressed
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"15-24 years"	"15-24"	18	74223	Unreliable
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"25-34 years"	"25-34"	62	75006	82.7
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"35-44 years"	"35-44"	95	67282	141.2
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"45-54 years"	"45-54"	180	67945	264.9
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"55-64 years"	"55-64"	478	80239	595.7
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"65-74 years"	"65-74"	882	62542	1410.3
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"75-84 years"	"75-84"	1267	31678	3999.6
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"85+ years"	"85+"	2296	16420	13982.9
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"< 1 year"	"1"	29	4953	585.5
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	22342	Suppressed
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	59947	Suppressed
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"15-24 years"	"15-24"	46	74602	61.7
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"25-34 years"	"25-34"	128	77746	164.6
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"35-44 years"	"35-44"	191	68693	278.0
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"45-54 years"	"45-54"	326	65527	497.5
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"55-64 years"	"55-64"	723	75000	964.0
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"65-74 years"	"65-74"	1170	55831	2095.6
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"75-84 years"	"75-84"	1357	24334	5576.6
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"85+ years"	"85+"	1429	7986	17893.8
	"2022 (provisional)"	"2022"	"Rhode Island"	"44"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"< 1 year"	"1"	184	26657	690.3
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"1-4 years"	"1-4"	33	111672	29.6
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"5-14 years"	"5-14"	49	312659	15.7
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"15-24 years"	"15-24"	199	323063	61.6
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"25-34 years"	"25-34"	458	342722	133.6
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"35-44 years"	"35-44"	810	327990	247.0
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"45-54 years"	"45-54"	1453	324215	448.2
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"55-64 years"	"55-64"	3401	365618	930.2
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"65-74 years"	"65-74"	5715	323427	1767.0
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"75-84 years"	"75-84"	7584	155589	4874.4
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"85+ years"	"85+"	8960	53378	16785.9
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"< 1 year"	"1"	206	27652	745.0
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"1-4 years"	"1-4"	41	116983	35.0
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"5-14 years"	"5-14"	82	324542	25.3
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"15-24 years"	"15-24"	536	338412	158.4
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"25-34 years"	"25-34"	1050	330464	317.7
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"35-44 years"	"35-44"	1439	312351	460.7
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"45-54 years"	"45-54"	2251	307466	732.1
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"55-64 years"	"55-64"	5007	331840	1508.9
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"65-74 years"	"65-74"	7677	277469	2766.8
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"75-84 years"	"75-84"	8295	126242	6570.7
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"85+ years"	"85+"	5617	30294	18541.6
	"2022 (provisional)"	"2022"	"South Carolina"	"45"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"< 1 year"	"1"	41	5353	765.9
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	23455	Suppressed
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"5-14 years"	"5-14"	12	60586	Unreliable
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"15-24 years"	"15-24"	39	58062	67.2
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"25-34 years"	"25-34"	87	54312	160.2
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"35-44 years"	"35-44"	125	53392	234.1
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"45-54 years"	"45-54"	191	45593	418.9
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"55-64 years"	"55-64"	433	57593	751.8
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"65-74 years"	"65-74"	675	48519	1391.2
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"75-84 years"	"75-84"	993	21828	4549.2
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"85+ years"	"85+"	1689	11841	14264.0
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"< 1 year"	"1"	46	5564	826.7
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	24296	Suppressed
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"5-14 years"	"5-14"	13	64161	Unreliable
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"15-24 years"	"15-24"	79	62174	127.1
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"25-34 years"	"25-34"	145	58859	246.4
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"35-44 years"	"35-44"	216	58255	370.8
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"45-54 years"	"45-54"	276	48899	564.4
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"55-64 years"	"55-64"	609	58404	1042.7
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"65-74 years"	"65-74"	1069	49170	2174.1
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"75-84 years"	"75-84"	1141	18735	6090.2
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"85+ years"	"85+"	1126	6325	17802.4
	"2022 (provisional)"	"2022"	"South Dakota"	"46"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"< 1 year"	"1"	243	37449	648.9
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"1-4 years"	"1-4"	34	159346	21.3
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"5-14 years"	"5-14"	65	424104	15.3
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"15-24 years"	"15-24"	285	437640	65.1
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"25-34 years"	"25-34"	693	484357	143.1
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"35-44 years"	"35-44"	1151	445584	258.3
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"45-54 years"	"45-54"	2210	440262	502.0
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"55-64 years"	"55-64"	4943	472121	1047.0
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"65-74 years"	"65-74"	7890	388462	2031.1
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"75-84 years"	"75-84"	10698	193357	5532.8
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"85+ years"	"85+"	12023	72535	16575.4
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"< 1 year"	"1"	298	39222	759.8
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"1-4 years"	"1-4"	72	166333	43.3
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"5-14 years"	"5-14"	84	444400	18.9
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"15-24 years"	"15-24"	812	449262	180.7
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"25-34 years"	"25-34"	1545	478710	322.7
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"35-44 years"	"35-44"	2249	437562	514.0
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"45-54 years"	"45-54"	3497	431831	809.8
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"55-64 years"	"55-64"	7349	441763	1663.6
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"65-74 years"	"65-74"	10563	339806	3108.5
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"75-84 years"	"75-84"	11000	152198	7227.4
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"85+ years"	"85+"	7284	38914	18718.2
	"2022 (provisional)"	"2022"	"Tennessee"	"47"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"< 1 year"	"1"	1009	176230	572.5
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"1-4 years"	"1-4"	200	756948	26.4
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"5-14 years"	"5-14"	280	2088919	13.4
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"15-24 years"	"15-24"	968	2028019	47.7
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"25-34 years"	"25-34"	1734	2095171	82.8
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"35-44 years"	"35-44"	3274	2033400	161.0
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"45-54 years"	"45-54"	5792	1808747	320.2
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"55-64 years"	"55-64"	12910	1684234	766.5
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"65-74 years"	"65-74"	21757	1275060	1706.4
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"75-84 years"	"75-84"	28414	612279	4640.7
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"85+ years"	"85+"	36035	232964	15468.1
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"< 1 year"	"1"	1234	184093	670.3
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"1-4 years"	"1-4"	259	788171	32.9
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"5-14 years"	"5-14"	373	2180939	17.1
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"15-24 years"	"15-24"	2632	2122821	124.0
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"25-34 years"	"25-34"	4369	2162765	202.0
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"35-44 years"	"35-44"	6106	2086816	292.6
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"45-54 years"	"45-54"	9769	1818322	537.3
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"55-64 years"	"55-64"	20244	1636362	1237.1
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"65-74 years"	"65-74"	29594	1133513	2610.8
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"75-84 years"	"75-84"	30780	485223	6343.5
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"85+ years"	"85+"	23700	136945	17306.2
	"2022 (provisional)"	"2022"	"Texas"	"48"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"< 1 year"	"1"	95	22015	431.5
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"1-4 years"	"1-4"	21	93915	22.4
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"5-14 years"	"5-14"	33	262847	12.6
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"15-24 years"	"15-24"	89	267717	33.2
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"25-34 years"	"25-34"	165	238624	69.1
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"35-44 years"	"35-44"	321	227667	141.0
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"45-54 years"	"45-54"	470	173951	270.2
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"55-64 years"	"55-64"	920	156014	589.7
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"65-74 years"	"65-74"	1719	124596	1379.7
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"75-84 years"	"75-84"	2913	59757	4874.7
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"85+ years"	"85+"	3706	20803	17814.7
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"< 1 year"	"1"	129	22931	562.6
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"1-4 years"	"1-4"	22	98373	22.4
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"5-14 years"	"5-14"	49	278902	17.6
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"15-24 years"	"15-24"	263	279705	94.0
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"25-34 years"	"25-34"	372	250064	148.8
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"35-44 years"	"35-44"	602	238041	252.9
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"45-54 years"	"45-54"	747	183087	408.0
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"55-64 years"	"55-64"	1331	154974	858.9
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"65-74 years"	"65-74"	2284	117771	1939.4
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"75-84 years"	"75-84"	2843	51372	5534.1
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"85+ years"	"85+"	2791	14849	18795.9
	"2022 (provisional)"	"2022"	"Utah"	"49"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"< 1 year"	"1"	13	2448	Unreliable
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	11342	Suppressed
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"5-14 years"	"5-14"	Suppressed	32217	Suppressed
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"15-24 years"	"15-24"	21	42890	49.0
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"25-34 years"	"25-34"	38	38146	99.6
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"35-44 years"	"35-44"	69	38944	177.2
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"45-54 years"	"45-54"	136	38848	350.1
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"55-64 years"	"55-64"	330	48902	674.8
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"65-74 years"	"65-74"	538	42335	1270.8
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"75-84 years"	"75-84"	791	20271	3902.1
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"85+ years"	"85+"	1316	8377	15709.7
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"< 1 year"	"1"	12	2625	Unreliable
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	11834	Suppressed
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"5-14 years"	"5-14"	Suppressed	34586	Suppressed
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"15-24 years"	"15-24"	37	45228	81.8
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"25-34 years"	"25-34"	87	39513	220.2
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"35-44 years"	"35-44"	123	38638	318.3
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"45-54 years"	"45-54"	202	38874	519.6
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"55-64 years"	"55-64"	535	47277	1131.6
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"65-74 years"	"65-74"	831	40205	2066.9
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"75-84 years"	"75-84"	996	17284	5762.6
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"85+ years"	"85+"	880	4786	18387.0
	"2022 (provisional)"	"2022"	"Vermont"	"50"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"< 1 year"	"1"	274	45191	606.3
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"1-4 years"	"1-4"	40	194893	20.5
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"5-14 years"	"5-14"	74	518851	14.3
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"15-24 years"	"15-24"	245	548756	44.6
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"25-34 years"	"25-34"	560	582450	96.1
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"35-44 years"	"35-44"	949	578051	164.2
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"45-54 years"	"45-54"	1738	546032	318.3
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"55-64 years"	"55-64"	4173	576264	724.1
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"65-74 years"	"65-74"	7353	453828	1620.2
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"75-84 years"	"75-84"	10459	230624	4535.1
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"85+ years"	"85+"	14113	90133	15658.0
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"< 1 year"	"1"	312	47277	659.9
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"1-4 years"	"1-4"	57	203447	28.0
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"5-14 years"	"5-14"	83	545910	15.2
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"15-24 years"	"15-24"	661	580340	113.9
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"25-34 years"	"25-34"	1268	596595	212.5
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"35-44 years"	"35-44"	1694	581709	291.2
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"45-54 years"	"45-54"	2769	540280	512.5
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"55-64 years"	"55-64"	6373	549576	1159.6
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"65-74 years"	"65-74"	9659	399470	2418.0
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"75-84 years"	"75-84"	11017	181745	6061.8
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"85+ years"	"85+"	9059	50852	17814.4
	"2022 (provisional)"	"2022"	"Virginia"	"51"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"< 1 year"	"1"	169	39584	426.9
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"1-4 years"	"1-4"	37	172054	21.5
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"5-14 years"	"5-14"	52	467124	11.1
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"15-24 years"	"15-24"	219	452770	48.4
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"25-34 years"	"25-34"	452	563746	80.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"35-44 years"	"35-44"	742	532219	139.4
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"45-54 years"	"45-54"	1365	457592	298.3
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"55-64 years"	"55-64"	3167	479556	660.4
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"65-74 years"	"65-74"	5888	409388	1438.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"75-84 years"	"75-84"	8355	191006	4374.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"85+ years"	"85+"	11898	75386	15782.8
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"< 1 year"	"1"	191	41476	460.5
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"1-4 years"	"1-4"	51	180903	28.2
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"5-14 years"	"5-14"	66	491324	13.4
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"15-24 years"	"15-24"	500	483661	103.4
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"25-34 years"	"25-34"	1207	609639	198.0
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"35-44 years"	"35-44"	1583	563085	281.1
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"45-54 years"	"45-54"	2312	475111	486.6
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"55-64 years"	"55-64"	5117	473670	1080.3
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"65-74 years"	"65-74"	8132	373143	2179.3
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"75-84 years"	"75-84"	9350	160994	5807.7
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"85+ years"	"85+"	8338	45261	18422.0
	"2022 (provisional)"	"2022"	"Washington"	"53"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"< 1 year"	"1"	56	8370	669.1
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	35133	Suppressed
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"5-14 years"	"5-14"	14	99723	Unreliable
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"15-24 years"	"15-24"	55	105360	52.2
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"25-34 years"	"25-34"	190	103330	183.9
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"35-44 years"	"35-44"	360	105477	341.3
	"2022 (provisional)"	"2022"	"West Virginia"	"54"	"Female"	"F"	"45-54 years"	"45-54"	670	111212	602.5
