"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Virginia"	"51"	"2012"	"2012"	"Male"	"M"	"75-84 years"	"75-84"	7579	132954	5700.5
	"Virginia"	"51"	"2012"	"2012"	"Male"	"M"	"85+ years"	"85+"	6542	42467	15404.9
	"Virginia"	"51"	"2012"	"2012"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	292	50290	580.6
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	33	200693	16.4
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"5-14 years"	"5-14"	63	510704	12.3
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"15-24 years"	"15-24"	180	554453	32.5
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"25-34 years"	"25-34"	330	573715	57.5
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"35-44 years"	"35-44"	637	548349	116.2
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"45-54 years"	"45-54"	1738	607271	286.2
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"55-64 years"	"55-64"	3269	532097	614.4
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"65-74 years"	"65-74"	4982	345077	1443.7
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"75-84 years"	"75-84"	7735	184080	4202.0
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"85+ years"	"85+"	12317	91474	13465.0
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	342	52502	651.4
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"1-4 years"	"1-4"	49	208630	23.5
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"5-14 years"	"5-14"	60	532220	11.3
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"15-24 years"	"15-24"	473	584250	81.0
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"25-34 years"	"25-34"	746	587078	127.1
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"35-44 years"	"35-44"	947	540937	175.1
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"45-54 years"	"45-54"	2616	581010	450.3
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"55-64 years"	"55-64"	5032	490825	1025.2
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"65-74 years"	"65-74"	6498	303390	2141.8
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"75-84 years"	"75-84"	7576	137087	5526.4
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"85+ years"	"85+"	6801	44273	15361.5
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	269	50439	533.3
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	47	200954	23.4
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"5-14 years"	"5-14"	52	510629	10.2
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"15-24 years"	"15-24"	170	556019	30.6
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"25-34 years"	"25-34"	326	579557	56.2
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"35-44 years"	"35-44"	686	548527	125.1
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"45-54 years"	"45-54"	1768	601127	294.1
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"55-64 years"	"55-64"	3459	541278	639.0
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"65-74 years"	"65-74"	5193	361838	1435.2
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"75-84 years"	"75-84"	7668	187917	4080.5
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"85+ years"	"85+"	12268	92760	13225.5
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	326	52683	618.8
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	56	210817	26.6
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"5-14 years"	"5-14"	60	531359	11.3
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"15-24 years"	"15-24"	469	585596	80.1
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"25-34 years"	"25-34"	744	595705	124.9
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"35-44 years"	"35-44"	1013	540238	187.5
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"45-54 years"	"45-54"	2586	575329	449.5
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"55-64 years"	"55-64"	5138	499146	1029.4
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"65-74 years"	"65-74"	6706	317044	2115.2
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"75-84 years"	"75-84"	7733	141247	5474.8
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"85+ years"	"85+"	6856	46080	14878.5
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	265	50235	527.5
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"1-4 years"	"1-4"	37	201233	18.4
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"5-14 years"	"5-14"	67	509722	13.1
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"15-24 years"	"15-24"	182	553842	32.9
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"25-34 years"	"25-34"	371	582640	63.7
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"35-44 years"	"35-44"	652	548401	118.9
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"45-54 years"	"45-54"	1733	596147	290.7
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"55-64 years"	"55-64"	3508	551721	635.8
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"65-74 years"	"65-74"	5338	377423	1414.3
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"75-84 years"	"75-84"	7832	192296	4072.9
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"85+ years"	"85+"	12752	94568	13484.5
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	347	52628	659.3
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"1-4 years"	"1-4"	63	211061	29.8
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"5-14 years"	"5-14"	59	530132	11.1
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"15-24 years"	"15-24"	527	584537	90.2
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"25-34 years"	"25-34"	823	601045	136.9
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"35-44 years"	"35-44"	1079	541071	199.4
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"45-54 years"	"45-54"	2510	570969	439.6
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"55-64 years"	"55-64"	5377	509216	1055.9
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"65-74 years"	"65-74"	7110	330280	2152.7
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"75-84 years"	"75-84"	7855	145882	5384.5
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"85+ years"	"85+"	7090	47944	14788.1
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	241	49500	486.9
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"1-4 years"	"1-4"	48	199697	24.0
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"5-14 years"	"5-14"	48	510731	9.4
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"15-24 years"	"15-24"	183	548161	33.4
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"25-34 years"	"25-34"	432	580838	74.4
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"35-44 years"	"35-44"	710	547204	129.8
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"45-54 years"	"45-54"	1706	591909	288.2
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"55-64 years"	"55-64"	3649	560928	650.5
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"65-74 years"	"65-74"	5533	392283	1410.5
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"75-84 years"	"75-84"	7715	197873	3899.0
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"85+ years"	"85+"	12546	95870	13086.5
	"Virginia"	"51"	"2016"	"2016"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	354	51943	681.5
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"1-4 years"	"1-4"	47	209361	22.4
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"5-14 years"	"5-14"	74	530508	13.9
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"15-24 years"	"15-24"	579	582429	99.4
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"25-34 years"	"25-34"	912	591222	154.3
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"35-44 years"	"35-44"	1118	538721	207.5
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"45-54 years"	"45-54"	2556	570475	448.0
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"55-64 years"	"55-64"	5377	519437	1035.2
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"65-74 years"	"65-74"	7275	342241	2125.7
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"75-84 years"	"75-84"	8058	151020	5335.7
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"85+ years"	"85+"	7311	49457	14782.5
	"Virginia"	"51"	"2016"	"2016"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	256	49315	519.1
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	41	200524	20.4
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"5-14 years"	"5-14"	43	509523	8.4
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"15-24 years"	"15-24"	176	545621	32.3
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"25-34 years"	"25-34"	441	585364	75.3
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"35-44 years"	"35-44"	714	550183	129.8
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"45-54 years"	"45-54"	1666	585525	284.5
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"55-64 years"	"55-64"	3759	568692	661.0
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"65-74 years"	"65-74"	5798	406157	1427.5
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"75-84 years"	"75-84"	7902	205264	3849.7
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"85+ years"	"85+"	12896	97125	13277.7
	"Virginia"	"51"	"2017"	"2017"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	336	51747	649.3
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"1-4 years"	"1-4"	52	210088	24.8
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"5-14 years"	"5-14"	76	530168	14.3
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"15-24 years"	"15-24"	568	577125	98.4
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"25-34 years"	"25-34"	920	599906	153.4
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"35-44 years"	"35-44"	1148	543549	211.2
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"45-54 years"	"45-54"	2462	563478	436.9
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"55-64 years"	"55-64"	5668	527784	1073.9
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"65-74 years"	"65-74"	7526	353361	2129.8
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"75-84 years"	"75-84"	8451	158112	5344.9
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"85+ years"	"85+"	7680	51409	14939.0
	"Virginia"	"51"	"2017"	"2017"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"< 1 year"	"1"	262	48384	541.5
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"1-4 years"	"1-4"	29	200747	14.4
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"5-14 years"	"5-14"	65	509684	12.8
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"15-24 years"	"15-24"	178	545502	32.6
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"25-34 years"	"25-34"	402	587140	68.5
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"35-44 years"	"35-44"	677	555542	121.9
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"45-54 years"	"45-54"	1673	573332	291.8
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"55-64 years"	"55-64"	3731	574287	649.7
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"65-74 years"	"65-74"	5857	417101	1404.2
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"75-84 years"	"75-84"	8356	216564	3858.4
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"85+ years"	"85+"	12712	98754	12872.4
	"Virginia"	"51"	"2018"	"2018"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	296	50877	581.8
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"1-4 years"	"1-4"	49	210916	23.2
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"5-14 years"	"5-14"	73	533135	13.7
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"15-24 years"	"15-24"	547	575594	95.0
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"25-34 years"	"25-34"	946	603166	156.8
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"35-44 years"	"35-44"	1212	549341	220.6
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"45-54 years"	"45-54"	2482	552052	449.6
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"55-64 years"	"55-64"	5571	532585	1046.0
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"65-74 years"	"65-74"	7782	361937	2150.1
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"75-84 years"	"75-84"	8697	167907	5179.7
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"85+ years"	"85+"	7762	53138	14607.2
	"Virginia"	"51"	"2018"	"2018"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	249	47768	521.3
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"1-4 years"	"1-4"	39	199246	19.6
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"5-14 years"	"5-14"	48	507753	9.5
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"15-24 years"	"15-24"	193	541641	35.6
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"25-34 years"	"25-34"	450	586490	76.7
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"35-44 years"	"35-44"	692	558642	123.9
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"45-54 years"	"45-54"	1506	559957	268.9
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"55-64 years"	"55-64"	3747	577784	648.5
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"65-74 years"	"65-74"	6034	429939	1403.5
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"75-84 years"	"75-84"	8504	226348	3757.0
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"85+ years"	"85+"	13014	99694	13053.9
	"Virginia"	"51"	"2019"	"2019"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	321	50096	640.8
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"1-4 years"	"1-4"	44	208367	21.1
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"5-14 years"	"5-14"	69	532368	13.0
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"15-24 years"	"15-24"	515	571806	90.1
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"25-34 years"	"25-34"	909	603891	150.5
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"35-44 years"	"35-44"	1208	553854	218.1
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"45-54 years"	"45-54"	2323	540317	429.9
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"55-64 years"	"55-64"	5623	536633	1047.8
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"65-74 years"	"65-74"	7890	372352	2119.0
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"75-84 years"	"75-84"	8973	175782	5104.6
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"85+ years"	"85+"	7974	54791	14553.5
	"Virginia"	"51"	"2019"	"2019"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"< 1 year"	"1"	250	47788	523.1
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"1-4 years"	"1-4"	46	198440	23.2
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"5-14 years"	"5-14"	55	510220	10.8
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"15-24 years"	"15-24"	224	543122	41.2
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"25-34 years"	"25-34"	505	588296	85.8
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"35-44 years"	"35-44"	889	566350	157.0
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"45-54 years"	"45-54"	1799	551026	326.5
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"55-64 years"	"55-64"	4183	579046	722.4
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"65-74 years"	"65-74"	6904	443742	1555.9
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"75-84 years"	"75-84"	9789	234508	4174.3
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"85+ years"	"85+"	14461	100494	14389.9
	"Virginia"	"51"	"2020 "	"2020"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"< 1 year"	"1"	294	49964	588.4
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"1-4 years"	"1-4"	48	207273	23.2
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"5-14 years"	"5-14"	75	535003	14.0
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"15-24 years"	"15-24"	647	573996	112.7
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"25-34 years"	"25-34"	1189	607181	195.8
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"35-44 years"	"35-44"	1607	560741	286.6
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"45-54 years"	"45-54"	2754	533288	516.4
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"55-64 years"	"55-64"	6427	537785	1195.1
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"65-74 years"	"65-74"	9131	383824	2379.0
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"75-84 years"	"75-84"	10287	182334	5641.8
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"85+ years"	"85+"	9025	56142	16075.3
	"Virginia"	"51"	"2020 "	"2020"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	187	37644	496.8
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	38	153866	24.7
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"5-14 years"	"5-14"	47	417602	11.3
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"15-24 years"	"15-24"	141	390731	36.1
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"25-34 years"	"25-34"	206	411936	50.0
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"35-44 years"	"35-44"	565	488094	115.8
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"45-54 years"	"45-54"	1057	413578	255.6
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"55-64 years"	"55-64"	1702	243311	699.5
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"65-74 years"	"65-74"	3466	180586	1919.3
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"75-84 years"	"75-84"	6577	140766	4672.3
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	8017	56787	14117.7
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	213	39688	536.7
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	52	161665	32.2
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"5-14 years"	"5-14"	98	439796	22.3
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"15-24 years"	"15-24"	424	414779	102.2
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"25-34 years"	"25-34"	501	429987	116.5
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"35-44 years"	"35-44"	1015	493491	205.7
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"45-54 years"	"45-54"	1673	409640	408.4
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"55-64 years"	"55-64"	2425	239401	1012.9
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"65-74 years"	"65-74"	4444	155983	2849.0
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"75-84 years"	"75-84"	6606	97787	6755.5
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	4408	25446	17323.0
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	197	37836	520.7
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	35	154405	22.7
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"5-14 years"	"5-14"	59	419307	14.1
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"15-24 years"	"15-24"	137	396929	34.5
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"25-34 years"	"25-34"	213	410927	51.8
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"35-44 years"	"35-44"	583	484789	120.3
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"45-54 years"	"45-54"	1057	425405	248.5
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"55-64 years"	"55-64"	1703	250060	681.0
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"65-74 years"	"65-74"	3282	180244	1820.9
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"75-84 years"	"75-84"	6631	142051	4668.0
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	8187	57868	14147.7
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	224	39904	561.3
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	50	162161	30.8
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"5-14 years"	"5-14"	76	441438	17.2
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"15-24 years"	"15-24"	426	421224	101.1
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"25-34 years"	"25-34"	471	430203	109.5
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"35-44 years"	"35-44"	962	490298	196.2
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"45-54 years"	"45-54"	1870	420567	444.6
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"55-64 years"	"55-64"	2487	246520	1008.8
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"65-74 years"	"65-74"	4293	156922	2735.8
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"75-84 years"	"75-84"	6526	98846	6602.2
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	4471	26217	17053.8
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	199	39562	503.0
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	41	154078	26.6
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"5-14 years"	"5-14"	51	417383	12.2
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"15-24 years"	"15-24"	165	411048	40.1
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"25-34 years"	"25-34"	216	408397	52.9
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"35-44 years"	"35-44"	526	480508	109.5
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"45-54 years"	"45-54"	1138	444939	255.8
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"55-64 years"	"55-64"	1750	262650	666.3
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"65-74 years"	"65-74"	3379	179837	1878.9
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	"75-84 years"	"75-84"	6850	144410	4743.4
