"Notes"	"Year"	"Year Code"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"65-69 years"	"65-69"	566	46962	1205.2
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"70-74 years"	"70-74"	646	38564	1675.1
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"75-79 years"	"75-79"	863	24480	3525.3
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"80-84 years"	"80-84"	962	15365	6261.0
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"85-89 years"	"85-89"	1053	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"90-94 years"	"90-94"	1027	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"95-99 years"	"95-99"	539	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"100+ years"	"100+"	106	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"< 1 year"	"1"	27	5849	461.6
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"1-4 years"	"1-4"	Suppressed	25940	Suppressed
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	35469	Suppressed
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"10-14 years"	"10-14"	Suppressed	39215	Suppressed
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"15-19 years"	"15-19"	20	43022	46.5
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"20-24 years"	"20-24"	35	44336	78.9
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"25-29 years"	"25-29"	81	45479	178.1
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"30-34 years"	"30-34"	106	46982	225.6
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"35-39 years"	"35-39"	113	44585	253.4
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"40-44 years"	"40-44"	149	40677	366.3
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"45-49 years"	"45-49"	148	40107	369.0
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"50-54 years"	"50-54"	279	48411	576.3
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"55-59 years"	"55-59"	443	53808	823.3
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"60-64 years "	"60-64"	676	54708	1235.7
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"65-69 years"	"65-69"	784	45167	1735.8
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"70-74 years"	"70-74"	928	35998	2577.9
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"75-79 years"	"75-79"	1008	21556	4676.2
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"80-84 years"	"80-84"	942	12005	7846.7
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"85-89 years"	"85-89"	889	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"90-94 years"	"90-94"	660	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"95-99 years"	"95-99"	228	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"100+ years"	"100+"	38	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Hampshire"	"33"	"Male"	"M"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"< 1 year"	"1"	157	46417	338.2
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"1-4 years"	"1-4"	29	206307	14.1
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"5-9 years"	"5-9"	16	270250	Unreliable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"10-14 years"	"10-14"	31	287912	10.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"15-19 years"	"15-19"	47	283501	16.6
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"20-24 years"	"20-24"	111	272358	40.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"25-29 years"	"25-29"	172	287683	59.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"30-34 years"	"30-34"	245	299596	81.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"35-39 years"	"35-39"	349	304732	114.5
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"40-44 years"	"40-44"	435	301133	144.5
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"45-49 years"	"45-49"	584	292254	199.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"50-54 years"	"50-54"	955	321848	296.7
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"55-59 years"	"55-59"	1558	335454	464.4
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"60-64 years "	"60-64"	2286	319504	715.5
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"65-69 years"	"65-69"	2772	267064	1038.0
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"70-74 years"	"70-74"	3647	223920	1628.7
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"75-79 years"	"75-79"	4715	156603	3010.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"80-84 years"	"80-84"	5271	106591	4945.1
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"85-89 years"	"85-89"	6114	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"90-94 years"	"90-94"	6325	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"95-99 years"	"95-99"	3580	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"100+ years"	"100+"	900	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"< 1 year"	"1"	214	48780	438.7
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"1-4 years"	"1-4"	33	217691	15.2
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"5-9 years"	"5-9"	17	282495	Unreliable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"10-14 years"	"10-14"	34	301101	11.3
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"15-19 years"	"15-19"	158	298470	52.9
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"20-24 years"	"20-24"	271	281088	96.4
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"25-29 years"	"25-29"	443	294512	150.4
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"30-34 years"	"30-34"	650	307006	211.7
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"35-39 years"	"35-39"	723	310185	233.1
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"40-44 years"	"40-44"	844	300414	280.9
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"45-49 years"	"45-49"	1045	289663	360.8
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"50-54 years"	"50-54"	1607	313411	512.7
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"55-59 years"	"55-59"	2503	323397	774.0
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"60-64 years "	"60-64"	3343	304051	1099.5
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"65-69 years"	"65-69"	4023	241016	1669.2
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"70-74 years"	"70-74"	4544	188871	2405.9
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"75-79 years"	"75-79"	5184	121461	4268.0
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"80-84 years"	"80-84"	5102	74007	6893.9
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"85-89 years"	"85-89"	4953	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"90-94 years"	"90-94"	3866	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"95-99 years"	"95-99"	1411	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"100+ years"	"100+"	220	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Jersey"	"34"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"< 1 year"	"1"	43	10657	403.5
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"1-4 years"	"1-4"	12	45651	Unreliable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	63516	Suppressed
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"10-14 years"	"10-14"	11	69886	Unreliable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"15-19 years"	"15-19"	38	69570	54.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"20-24 years"	"20-24"	63	67805	92.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"25-29 years"	"25-29"	123	67178	183.1
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"30-34 years"	"30-34"	180	68807	261.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"35-39 years"	"35-39"	165	68299	241.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"40-44 years"	"40-44"	223	63030	353.8
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"45-49 years"	"45-49"	229	58160	393.7
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"50-54 years"	"50-54"	340	60214	564.7
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"55-59 years"	"55-59"	469	67090	699.1
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"60-64 years "	"60-64"	715	71633	998.1
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"65-69 years"	"65-69"	894	67646	1321.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"70-74 years"	"70-74"	1141	58376	1954.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"75-79 years"	"75-79"	1256	37924	3311.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"80-84 years"	"80-84"	1371	24357	5628.8
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"85-89 years"	"85-89"	1478	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"90-94 years"	"90-94"	1184	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"95-99 years"	"95-99"	569	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"100+ years"	"100+"	130	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Female"	"F"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"< 1 year"	"1"	80	11179	715.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"1-4 years"	"1-4"	10	47521	Unreliable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	66061	Suppressed
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"10-14 years"	"10-14"	11	72694	Unreliable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"15-19 years"	"15-19"	103	72861	141.4
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"20-24 years"	"20-24"	168	72773	230.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"25-29 years"	"25-29"	246	72344	340.0
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"30-34 years"	"30-34"	381	72657	524.4
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"35-39 years"	"35-39"	410	71883	570.4
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"40-44 years"	"40-44"	472	65142	724.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"45-49 years"	"45-49"	419	57846	724.3
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"50-54 years"	"50-54"	601	59203	1015.2
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"55-59 years"	"55-59"	782	63792	1225.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"60-64 years "	"60-64"	1124	66479	1690.8
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"65-69 years"	"65-69"	1318	59839	2202.6
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"70-74 years"	"70-74"	1474	52659	2799.1
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"75-79 years"	"75-79"	1567	32818	4774.8
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"80-84 years"	"80-84"	1397	19858	7034.9
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"85-89 years"	"85-89"	1262	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"90-94 years"	"90-94"	843	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"95-99 years"	"95-99"	293	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"100+ years"	"100+"	46	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New Mexico"	"35"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"< 1 year"	"1"	401	103507	387.4
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"1-4 years"	"1-4"	75	433993	17.3
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"5-9 years"	"5-9"	64	556631	11.5
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"10-14 years"	"10-14"	54	566222	9.5
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"15-19 years"	"15-19"	127	592626	21.4
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"20-24 years"	"20-24"	216	622516	34.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"25-29 years"	"25-29"	396	693194	57.1
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"30-34 years"	"30-34"	594	711947	83.4
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"35-39 years"	"35-39"	771	660282	116.8
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"40-44 years"	"40-44"	955	617460	154.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"45-49 years"	"45-49"	1192	591903	201.4
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"50-54 years"	"50-54"	1943	658124	295.2
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"55-59 years"	"55-59"	3266	701276	465.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"60-64 years "	"60-64"	4839	681940	709.6
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"65-69 years"	"65-69"	6087	585914	1038.9
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"70-74 years"	"70-74"	7753	500433	1549.3
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"75-79 years"	"75-79"	9603	342766	2801.6
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"80-84 years"	"80-84"	11175	239471	4666.5
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"85-89 years"	"85-89"	12800	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"90-94 years"	"90-94"	12738	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"95-99 years"	"95-99"	7756	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"100+ years"	"100+"	2264	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"< 1 year"	"1"	483	107724	448.4
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"1-4 years"	"1-4"	94	453838	20.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"5-9 years"	"5-9"	62	582954	10.6
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"10-14 years"	"10-14"	111	597601	18.6
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"15-19 years"	"15-19"	280	615782	45.5
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"20-24 years"	"20-24"	660	622977	105.9
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"25-29 years"	"25-29"	978	683646	143.1
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"30-34 years"	"30-34"	1339	716601	186.9
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"35-39 years"	"35-39"	1619	661924	244.6
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"40-44 years"	"40-44"	1912	608411	314.3
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"45-49 years"	"45-49"	2251	573246	392.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"50-54 years"	"50-54"	3472	637085	545.0
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"55-59 years"	"55-59"	5254	666059	788.8
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"60-64 years "	"60-64"	7601	638723	1190.0
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"65-69 years"	"65-69"	8932	528225	1690.9
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"70-74 years"	"70-74"	10023	423145	2368.7
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"75-79 years"	"75-79"	10895	264240	4123.1
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"80-84 years"	"80-84"	10954	164821	6646.0
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"85-89 years"	"85-89"	10300	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"90-94 years"	"90-94"	7928	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"95-99 years"	"95-99"	3188	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"100+ years"	"100+"	533	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"New York"	"36"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"< 1 year"	"1"	370	55460	667.1
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"1-4 years"	"1-4"	83	233028	35.6
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"5-9 years"	"5-9"	43	307081	14.0
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"10-14 years"	"10-14"	60	330320	18.2
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"15-19 years"	"15-19"	126	342077	36.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"20-24 years"	"20-24"	249	340552	73.1
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"25-29 years"	"25-29"	368	349349	105.3
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"30-34 years"	"30-34"	524	362120	144.7
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"35-39 years"	"35-39"	621	341519	181.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"40-44 years"	"40-44"	816	337811	241.6
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"45-49 years"	"45-49"	1011	332212	304.3
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"50-54 years"	"50-54"	1632	353584	461.6
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"55-59 years"	"55-59"	2418	358317	674.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"60-64 years "	"60-64"	3520	353823	994.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"65-69 years"	"65-69"	4510	319142	1413.2
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"70-74 years"	"70-74"	5764	273743	2105.6
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"75-79 years"	"75-79"	6845	179285	3817.9
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"80-84 years"	"80-84"	7284	113987	6390.2
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"85-89 years"	"85-89"	7614	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"90-94 years"	"90-94"	6248	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"95-99 years"	"95-99"	3025	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"100+ years"	"100+"	762	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Female"	"F"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"< 1 year"	"1"	421	57710	729.5
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"1-4 years"	"1-4"	106	243265	43.6
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"5-9 years"	"5-9"	54	319143	16.9
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"10-14 years"	"10-14"	88	345789	25.4
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"15-19 years"	"15-19"	354	355699	99.5
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"20-24 years"	"20-24"	656	360800	181.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"25-29 years"	"25-29"	921	351447	262.1
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"30-34 years"	"30-34"	1134	350173	323.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"35-39 years"	"35-39"	1175	330198	355.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"40-44 years"	"40-44"	1419	322682	439.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"45-49 years"	"45-49"	1697	319308	531.5
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"50-54 years"	"50-54"	2633	342450	768.9
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"55-59 years"	"55-59"	3742	338951	1104.0
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"60-64 years "	"60-64"	5295	322980	1639.4
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"65-69 years"	"65-69"	6184	276710	2234.8
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"70-74 years"	"70-74"	7148	231552	3087.0
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"75-79 years"	"75-79"	7683	144943	5300.7
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"80-84 years"	"80-84"	7125	82313	8656.0
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"85-89 years"	"85-89"	5799	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"90-94 years"	"90-94"	3732	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"95-99 years"	"95-99"	1181	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"100+ years"	"100+"	167	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Carolina"	"37"	"Male"	"M"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	"< 1 year"	"1"	19	4729	Unreliable
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	"1-4 years"	"1-4"	Suppressed	20111	Suppressed
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	26160	Suppressed
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	25198	Suppressed
	"2022 (provisional)"	"2022"	"North Dakota"	"38"	"Female"	"F"	"15-19 years"	"15-19"	Suppressed	24554	Suppressed
